l,k,JR,JR Duration,EJR,EJR Duration
1,1,1,0.015079259872436523,1,0.005324602127075195
1,2,1,0.00022339820861816406,1,0.011308908462524414
1,3,1,0.0,1,0.0
1,4,1,0.016771316528320312,1,0.016673803329467773
1,5,1,0.0,1,0.023332595825195312
1,6,1,0.004990577697753906,1,0.0040051937103271484
1,7,1,0.016350746154785156,1,0.023688554763793945
1,8,1,0.009755373001098633,1,0.016904115676879883
1,9,1,0.01006174087524414,1,0.023039817810058594
1,10,1,0.0,1,0.0339198112487793
2,1,1,0.003288745880126953,1,0.0
2,2,1,0.011857748031616211,1,0.0
2,3,1,0.0,1,0.0
2,4,1,0.016628503799438477,1,0.0
2,5,1,0.0,1,0.023051977157592773
2,6,1,0.0,1,0.026987075805664062
2,7,1,0.0,1,0.04980945587158203
2,8,1,0.01645064353942871,1,0.05019235610961914
2,9,1,0.0162353515625,1,0.06722497940063477
2,10,1,0.0,1,0.0998845100402832
3,1,1,0.0,1,0.016196489334106445
3,2,1,0.0,1,0.0
3,3,1,0.016854524612426758,1,0.0
3,4,1,0.0,1,0.017058372497558594
3,5,1,0.003977298736572266,1,0.0
3,6,1,0.013208627700805664,1,0.004022836685180664
3,7,1,0.0050051212310791016,1,0.005835533142089844
3,8,1,0.003554105758666992,1,0.0
3,9,1,0.012802600860595703,1,0.016637325286865234
3,10,1,0.0,1,0.10003781318664551
4,1,1,0.0017046928405761719,1,0.0
4,2,1,0.0,1,0.016765594482421875
4,3,1,0.0,1,0.0
4,4,1,0.015937089920043945,1,0.007002115249633789
4,5,1,0.0007877349853515625,1,0.009637117385864258
4,6,1,0.0,1,0.0
4,7,1,0.0165865421295166,1,0.0
4,8,1,0.0,1,0.016123533248901367
4,9,1,0.0,1,0.0
4,10,1,0.0,1,0.016619205474853516
5,1,1,0.0,1,0.016530513763427734
5,2,1,0.0,1,0.0
5,3,1,0.016114473342895508,1,0.007079124450683594
5,4,1,0.0,1,0.010237693786621094
5,5,1,0.0059051513671875,1,0.0
5,6,1,0.010795354843139648,1,0.0
5,7,1,0.0,1,0.016558408737182617
5,8,1,0.0,1,0.0
5,9,1,0.01506495475769043,1,0.0016484260559082031
5,10,1,0.0,1,0.0
6,1,1,0.016983747482299805,1,0.0
6,2,1,0.0,1,0.0
6,3,1,0.02031683921813965,1,0.003987312316894531
6,4,1,0.005002737045288086,1,0.004224061965942383
6,5,1,0.003991603851318359,1,0.0
6,6,1,0.012064695358276367,1,0.0
6,7,1,0.0,1,0.0
6,8,1,0.016695022583007812,1,0.0
6,9,1,0.0,1,0.016710758209228516
6,10,1,0.0,1,0.0
7,1,1,0.01604294776916504,1,0.0005238056182861328
7,2,1,0.0,1,0.01051020622253418
7,3,1,0.008050203323364258,1,0.0036432743072509766
7,4,1,0.00399327278137207,1,0.005067586898803711
7,5,1,0.0048983097076416016,1,0.006561279296875
7,6,1,0.0056705474853515625,1,0.0
7,7,1,0.0,1,0.016202211380004883
7,8,1,0.0005338191986083984,1,0.0
7,9,1,0.01637101173400879,1,0.0009303092956542969
7,10,1,0.0,1,0.0
8,1,1,0.0010576248168945312,1,0.0
8,2,1,0.01635456085205078,1,0.0040891170501708984
8,3,1,0.004615068435668945,1,0.004986286163330078
8,4,1,0.0023250579833984375,1,0.0
8,5,1,0.01707291603088379,1,0.005006313323974609
8,6,1,0.0,1,0.010947465896606445
8,7,1,0.0,1,0.0
8,8,1,0.016745328903198242,1,0.0
8,9,1,0.016516447067260742,1,0.0
8,10,1,0.0234982967376709,1,0.009388208389282227
9,1,1,0.0,1,0.01898932456970215
9,2,1,0.00416111946105957,1,0.009361743927001953
9,3,1,0.0,1,0.0
9,4,1,0.016837596893310547,1,0.0
9,5,1,0.016661882400512695,1,0.0
9,6,1,0.019392013549804688,1,0.00498199462890625
9,7,1,0.0060214996337890625,1,0.002886056900024414
9,8,1,0.0,1,0.0
9,9,1,0.016549348831176758,1,0.0
9,10,1,0.0,1,0.017251968383789062
10,1,1,0.00672459602355957,1,0.009354829788208008
10,2,1,0.0,1,0.0
10,3,1,0.0,1,0.0166928768157959
10,4,1,0.0,1,0.0
10,5,1,0.016483545303344727,1,0.004050016403198242
10,6,1,0.006001949310302734,1,0.004000663757324219
10,7,1,0.002949953079223633,1,0.0
10,8,1,0.0,1,0.016563892364501953
10,9,1,0.0,1,0.0
10,10,1,0.015623807907104492,1,0.0036172866821289062
