l,k,JR,JR Duration,EJR,EJR Duration
1,1,1,0.0,1,0.0
1,2,1,0.0,1,0.015010833740234375
1,3,1,0.0012652873992919922,1,0.002999544143676758
1,4,1,0.0019996166229248047,1,0.005000114440917969
1,5,1,0.0010006427764892578,1,0.002809286117553711
1,6,1,0.0,1,0.0
1,7,1,0.0,1,0.01661372184753418
1,8,1,0.0,1,0.02219533920288086
1,9,1,0.0,1,0.011367082595825195
1,10,1,0.0,1,0.0
2,1,1,0.01667165756225586,1,0.0
2,2,1,0.0,1,0.0
2,3,1,0.0,1,0.017386198043823242
2,4,1,0.0009922981262207031,1,0.0020012855529785156
2,5,1,0.0010004043579101562,1,0.0019996166229248047
2,6,1,0.0009999275207519531,1,0.0029985904693603516
2,7,1,0.001001119613647461,1,0.003997087478637695
2,8,1,0.0,1,0.015886545181274414
2,9,1,0.0,1,0.0
2,10,1,0.0,1,0.01803898811340332
3,1,1,0.005001068115234375,1,0.0017566680908203125
3,2,1,0.007885932922363281,1,0.0011138916015625
3,3,1,0.0,1,0.0
3,4,1,0.0,1,0.0
3,5,1,0.0,1,0.0
3,6,1,0.0008940696716308594,1,0.001720428466796875
3,7,1,0.0,1,0.006321907043457031
3,8,1,0.0,1,0.0
3,9,1,0.0,1,0.0
3,10,1,0.0,1,0.00917673110961914
4,1,1,0.0029993057250976562,1,0.0019998550415039062
4,2,1,0.003005504608154297,1,0.002995014190673828
4,3,1,0.003000974655151367,1,0.001962900161743164
4,4,1,0.0,1,0.0
4,5,1,0.0,1,0.0
4,6,1,0.0,1,0.0
4,7,1,0.015007495880126953,1,0.001537322998046875
4,8,1,0.0,1,0.0
4,9,1,0.0,1,0.0
4,10,1,0.0,1,0.0
5,1,1,0.0,1,0.019007444381713867
5,2,1,0.0,1,0.0
5,3,1,0.0,1,0.017699003219604492
5,4,1,0.003996849060058594,1,0.004008054733276367
5,5,1,0.005585193634033203,1,0.0
5,6,1,0.0,1,0.0
5,7,1,0.0,1,0.01710820198059082
5,8,1,0.0,1,0.003999948501586914
5,9,1,0.0,1,0.0019996166229248047
5,10,1,0.0,1,0.002001047134399414
6,1,1,0.002001047134399414,1,0.0029985904693603516
6,2,1,0.003947734832763672,1,0.0
6,3,1,0.0,1,0.0
6,4,1,0.0,1,0.0
6,5,1,0.013017892837524414,1,0.0017185211181640625
6,6,1,0.0,1,0.0
6,7,1,0.0,1,0.0
6,8,1,0.0,1,0.014007806777954102
6,9,1,0.0,1,0.004851579666137695
6,10,1,0.0,1,0.002269268035888672
7,1,1,0.0,1,0.012489080429077148
7,2,1,0.004000425338745117,1,0.012260675430297852
7,3,1,0.002941131591796875,1,0.0
7,4,1,0.0,1,0.01339268684387207
7,5,1,0.0020003318786621094,1,0.004579067230224609
7,6,1,0.0,1,0.00751805305480957
7,7,1,0.0009987354278564453,1,0.00400090217590332
7,8,1,0.0,1,0.004004716873168945
7,9,1,0.0,1,0.005000114440917969
7,10,1,0.0,1,0.0024995803833007812
8,1,1,0.0065097808837890625,1,0.0
8,2,1,0.0,1,0.0
8,3,1,0.013275623321533203,1,0.0
8,4,1,0.0,1,0.0
8,5,1,0.015259504318237305,1,0.0019540786743164062
8,6,1,0.0,1,0.0
8,7,1,0.0,1,0.013142824172973633
8,8,1,0.0,1,0.00500035285949707
8,9,1,0.0,1,0.0030035972595214844
8,10,1,0.0,1,0.0056610107421875
9,1,1,0.003094911575317383,1,0.0019991397857666016
9,2,1,0.002000093460083008,1,0.002000570297241211
9,3,1,0.0019996166229248047,1,0.0019991397857666016
9,4,1,0.002017498016357422,1,0.0006761550903320312
9,5,1,0.0,1,0.0
9,6,1,0.0,1,0.0
9,7,1,0.0,1,0.0
9,8,1,0.0,1,0.0
9,9,1,0.0,1,0.0165860652923584
9,10,1,0.0,1,0.0
10,1,1,0.0,1,0.0
10,2,1,0.0,1,0.0
10,3,1,0.0,1,0.016637086868286133
10,4,1,0.0,1,0.0
10,5,1,0.0,1,0.0
10,6,1,0.0,1,0.015507221221923828
10,7,1,0.0006203651428222656,1,0.0010712146759033203
10,8,1,0.0,1,0.0
10,9,1,0.0,1,0.0
10,10,1,0.0,1,0.0
